,UMAP1,UMAP2,Cluster
ME0/ABEC0023.WEC0011046,3.0297718,6.445513,Cluster 2
ME0/ABEC0023.WEC0011047,2.8016734,6.473137,Cluster 2
ME0/ABEC0023.WEC0011048,2.8255126,6.5436764,Cluster 2
ME0/ABEC0023.WEC0011049,2.7646024,6.7783556,Cluster 2
ME0/ABEC0023.WEC0011050,2.9781032,6.344589,Cluster 2
ME0/ABEC0023.WEC0011051,3.0284936,6.528859,Cluster 2
ME0/ABEC0023.WEC0011052,2.7091916,6.8751116,Cluster 2
ME0/ABEC0023.WEC0011053,2.9251728,6.6027904,Cluster 2
ME0/ABEC0023.WEC0011054,2.7346594,6.492307,Cluster 2
ME0/ABEC0023.WEC0011055,2.7188487,7.0131087,Noise
ME0/ABEC0023.WEC0011056,2.8199959,6.644496,Cluster 2
ME0/ABEC0023.WEC0011057,2.7575223,6.5395455,Cluster 2
ME0/ABEC0023.WEC0011058,2.7475672,6.497192,Cluster 2
ME0/ABEC0023.WEC0011059,2.7470915,6.575791,Cluster 2
ME0/ABEC0023.WEC0011060,2.906122,6.7423916,Cluster 2
ME0/ABEC0023.WEC0011061,2.7553065,6.7546015,Cluster 2
ME0/ABEC0023.WEC0011062,2.8149664,6.881839,Cluster 2
ME0/ABEC0023.WEC0011063,2.9013987,6.5677924,Cluster 2
ME0/ABEC0023.WEC0011064,2.7365968,6.500667,Cluster 2
ME0/ABEC0023.WEC0011066,2.9009418,6.766313,Cluster 2
ME0/ABEC0023.WEC0011067,2.8184443,6.5270777,Cluster 2
ME0/ABEC0023.WEC0011068,2.5937731,6.7902613,Noise
ME0/ABEC0023.WEC0011069,2.9065328,6.4431505,Cluster 2
ME0/ABEC0023.WEC0011070,2.668784,6.656904,Cluster 2
ME0/ABEC0023.WEC0011072,2.9433174,6.6539526,Cluster 2
ME0/ABEC0023.WEC0011073,2.8469577,6.600023,Cluster 2
ME0/ABEC0023.WEC0011074,2.9192224,6.772248,Cluster 2
ME0/ABEC0023.WEC0011075,2.8226871,6.949314,Cluster 2
ME0/ABEC0023.WEC0011076,2.6791065,6.871832,Cluster 2
ME0/ABEC0023.WEC0011077,2.8716388,6.564773,Cluster 2
ME0/ABEC0023.WEC0011078,2.9026425,6.6259894,Cluster 2
ME0/ABEC0023.WEC0011079,2.9377124,6.750841,Cluster 2
ME0/ABEC0023.WEC0011080,2.8796098,6.6451707,Cluster 2
ME0/ABEC0023.WEC0011083,2.9933639,6.746683,Cluster 2
ME0/ABEC0023.WEC0011084,2.8560114,6.964766,Cluster 2
ME0/ABEC0023.WEC0011085,2.7523923,6.8349113,Cluster 2
ME0/ABEC0023.WEC0011086,2.8236587,6.854157,Cluster 2
ME0/ABEC0023.WEC0011087,2.87863,6.6506,Cluster 2
ME0/ABEC0023.WEC0011088,3.1079543,6.937548,Cluster 2
ME0/ABEC0023.WEC0011090,2.9272988,6.603505,Cluster 2
ME0/ABEC0023.WEC0011091,2.9898484,6.8817997,Cluster 2
ME0/ABEC0023.WEC0011092,3.011406,6.670563,Cluster 2
ME0/ABEC0023.WEC0011093,2.8982522,6.531519,Cluster 2
ME0/ABEC0023.WEC0011094,2.9003167,6.704597,Cluster 2
ME0/ABEC0023.WEC0011095,3.0480423,6.7603364,Cluster 2
ME0/ABEC0023.WEC0011098,3.0277307,6.7306576,Cluster 2
ME0/ABEC0023.WEC0011099,2.910325,6.6428676,Cluster 2
ME0/ABEC0023.WEC0011100,2.9058037,6.8236876,Cluster 2
ME0/ABEC0023.WEC0011101,3.0748737,6.9742885,Cluster 2
ME0/ABEC0023.WEC0011102,2.814969,6.726214,Cluster 2
ME0/ABEC0023.WEC0011103,2.960522,6.63773,Cluster 2
ME0/ABEC0023.WEC0011104,3.2084045,6.66482,Cluster 2
ME0/ABEC0023.WEC0011106,2.9187672,6.619376,Cluster 2
ME0/ABEC0023.WEC0011109,2.968995,6.661741,Cluster 2
ME0/ABEC0023.WEC0011110,3.1004755,6.719532,Cluster 2
ME0/ABEC0023.WEC0011111,3.117953,6.5459633,Cluster 2
ME0/ABEC0023.WEC0011114,2.9925566,6.6629157,Cluster 2
ME0/ABEC0023.WEC0011115,2.9686792,6.632187,Cluster 2
ME0/ABEC0023.WEC0011118,3.0677512,6.755814,Cluster 2
ME0/ABEC0023.WEC0011119,2.8940384,7.1740866,Noise
ME0/ABEC0023.WEC0011120,3.001562,6.5977526,Cluster 2
ME0/ABEC0023.WEC0011121,3.2408202,6.8975687,Cluster 2
ME0/ABEC0023.WEC0011123,3.0956595,6.582419,Cluster 2
ME0/ABEC0023.WEC0011124,3.02029,6.4611793,Cluster 2
ME0/ABEC0023.WEC0011125,2.9399226,6.680992,Cluster 2
ME0/ABEC0023.WEC0011126,3.0691833,6.7903004,Cluster 2
ME0/ABEC0023.WEC0011127,3.0166378,6.7071986,Cluster 2
ME0/ABEC0023.WEC0011128,3.1047776,6.6417027,Cluster 2
ME0/ABEC0023.WEC0011130,2.97239,6.438983,Cluster 2
ME0/ABEC0023.WEC0011132,3.0132914,6.8979588,Cluster 2
ME0/ABEC0023.WEC0011133,3.060294,6.8079586,Cluster 2
ME0/ABEC0023.WEC0011134,3.2016954,6.369358,Cluster 2
ME0/ABEC0023.WEC0011135,2.878815,7.024667,Cluster 2
ME0/ABEC0023.WEC0011136,3.1023371,6.698383,Cluster 2
ME0/ABEC0023.WEC0011137,3.055508,6.483597,Cluster 2
ME0/ABEC0023.WEC0011138,3.1707435,6.923197,Cluster 2
ME0/ABEC0023.WEC0011139,3.0390573,6.608251,Cluster 2
ME0/ABEC0023.WEC0011140,3.187312,6.5614004,Cluster 2
ME0/ABEC0023.WEC0011141,3.1671803,6.7368135,Cluster 2
ME0/ABEC0023.WEC0011143,3.1027431,6.7016287,Cluster 2
ME0/ABEC0023.WEC0011144,3.209678,6.6392016,Cluster 2
ME0/ABEC0023.WEC0011146,3.146746,6.7370844,Cluster 2
ME0/ABEC0023.WEC0011147,3.140484,6.512326,Cluster 2
ME0/ABEC0023.WEC0011148,3.2621853,6.7639017,Cluster 2
ME0/ABEC0023.WEC0011149,3.1842587,6.8982344,Cluster 2
ME0/ABEC0023.WEC0011150,3.3001368,6.6860175,Cluster 2
ME0/ABEC0023.WEC0011151,3.3411913,6.5671906,Cluster 2
ME0/ABEC0023.WEC0011152,3.1120553,6.7295275,Cluster 2
ME0/ABEC0023.WEC0011154,3.0986745,6.675791,Cluster 2
ME0/ABEC0023.WEC0011155,3.229652,6.610503,Cluster 2
ME0/ABEC0023.WEC0011156,3.173513,6.8564296,Cluster 2
ME0/ABEC0023.WEC0011157,3.1873767,6.6538196,Cluster 2
ME0/ABEC0023.WEC0011158,3.2880328,6.5889153,Cluster 2
ME0/ABEC0023.WEC0011159,3.1406944,6.569148,Cluster 2
ME0/ABEC0023.WEC0011160,3.44896,6.405134,Cluster 2
ME0/ABEC0023.WEC0011161,3.1951208,6.4990306,Cluster 2
ME0/ABEC0023.WEC0011162,3.2446854,6.595339,Cluster 2
ME0/ABEC0023.WEC0011163,3.3154068,6.663447,Cluster 2
ME0/ABEC0023.WEC0011164,3.1752222,6.7709794,Cluster 2
ME0/ABEC0023.WEC0011165,3.1998804,6.446219,Cluster 2
ME0/ABEC0023.WEC0011166,3.481219,6.540025,Cluster 2
ME0/ABEC0023.WEC0011167,3.337824,6.4595423,Cluster 2
ME0/ABEC0023.WEC0011168,3.2016454,6.6367607,Cluster 2
ME0/ABEC0023.WEC0011169,3.3595474,6.6296687,Cluster 2
ME0/ABEC0023.WEC0011170,3.243046,6.4692826,Cluster 2
ME0/ABEC0023.WEC0011171,3.3369122,6.696221,Cluster 2
ME0/ABEC0023.WEC0011172,3.3060796,6.3172293,Cluster 2
ME0/ABEC0023.WEC0011173,3.2957969,6.517109,Cluster 2
ME0/ABEC0023.WEC0011174,3.3352804,6.656415,Cluster 2
ME0/ABEC0023.WEC0011175,3.2894652,6.609499,Cluster 2
ME0/ABEC0023.WEC0011177,3.2902653,6.375091,Cluster 2
ME0/ABEC0023.WEC0011178,3.3380914,6.5453005,Cluster 2
ME0/ABEC0023.WEC0011179,3.3165662,6.2574744,Cluster 2
ME0/ABEC0023.WEC0011180,3.293122,6.543702,Cluster 2
ME0/ABEC0023.WEC0011181,3.272409,6.4996347,Cluster 2
ME0/ABEC0023.WEC0011182,3.3307092,6.612225,Cluster 2
ME0/ABEC0023.WEC0011183,3.3566127,6.524937,Cluster 2
ME0/ABEC0023.WEC0011184,3.5458066,6.576884,Cluster 2
ME0/ABEC0023.WEC0011185,3.4634984,6.6270695,Cluster 2
ME0/ABEC0023.WEC0011187,3.5249352,6.490503,Cluster 2
ME0/ABEC0023.WEC0011188,3.4587948,6.652203,Cluster 2
ME0/ABEC0023.WEC0011189,3.461312,6.5603848,Cluster 2
ME0/ABEC0023.WEC0011190,3.6150029,6.6818976,Cluster 2
ME0/ABEC0023.WEC0011191,3.2582512,7.2440867,Noise
ME0/ABEC0024.WEC0011196,3.5718358,6.739922,Cluster 2
ME0/ABEC0024.WEC0011197,3.5209749,6.5327797,Cluster 2
ME0/ABEC0024.WEC0011198,3.3326514,6.7821727,Cluster 2
ME0/ABEC0024.WEC0011199,3.3872612,6.6432953,Cluster 2
ME0/ABEC0024.WEC0011200,3.3445804,6.435276,Cluster 2
ME0/ABEC0024.WEC0011202,3.5450897,6.292192,Cluster 2
ME0/ABEC0024.WEC0011203,3.387145,6.528867,Cluster 2
ME0/ABEC0024.WEC0011206,3.4430099,6.5491934,Cluster 2
ME0/ABEC0024.WEC0011207,3.4849193,6.5935054,Cluster 2
ME0/ABEC0024.WEC0011208,3.5249825,6.48587,Cluster 2
ME0/ABEC0024.WEC0011209,3.4208615,6.661719,Cluster 2
ME0/ABEC0024.WEC0011211,3.5067112,6.665041,Cluster 2
ME0/ABEC0024.WEC0011212,3.4703705,6.55079,Cluster 2
ME0/ABEC0024.WEC0011213,3.4071004,6.4482408,Cluster 2
ME0/ABEC0024.WEC0011216,3.4270089,6.6219482,Cluster 2
ME0/ABEC0024.WEC0011217,3.5831852,6.6026382,Cluster 2
ME0/ABEC0024.WEC0011218,3.7096343,6.610322,Cluster 2
ME0/ABEC0024.WEC0011219,3.6183064,6.533045,Cluster 2
ME0/ABEC0024.WEC0011220,3.4704103,6.5696144,Cluster 2
ME0/ABEC0024.WEC0011221,3.6021116,6.6258087,Cluster 2
ME0/ABEC0024.WEC0011222,3.63573,6.5764604,Cluster 2
ME0/ABEC0024.WEC0011223,3.5557196,6.661601,Cluster 2
ME0/ABEC0024.WEC0011224,3.5072427,6.638054,Cluster 2
ME0/ABEC0024.WEC0011226,3.634305,6.6106997,Cluster 2
ME0/ABEC0024.WEC0011227,3.4781837,6.6337414,Cluster 2
ME0/ABEC0024.WEC0011228,3.6621406,6.557055,Cluster 2
ME0/ABEC0024.WEC0011229,3.7058127,6.7762175,Cluster 2
ME0/ABEC0024.WEC0011230,3.769788,6.6544223,Cluster 2
ME0/ABEC0024.WEC0011231,3.5504394,6.617348,Cluster 2
ME0/ABEC0024.WEC0011232,3.6994565,6.4727364,Cluster 2
ME0/ABEC0024.WEC0011233,3.7142482,6.7647934,Cluster 2
ME0/ABEC0024.WEC0011235,3.864937,6.531675,Cluster 2
ME0/ABEC0024.WEC0011236,3.602074,6.576858,Cluster 2
ME0/ABEC0024.WEC0011237,3.7456756,6.5284963,Cluster 2
ME0/ABEC0024.WEC0011238,3.7048352,6.632665,Cluster 2
ME0/ABEC0024.WEC0011239,3.6192584,6.780758,Cluster 2
ME0/ABEC0024.WEC0011240,3.875335,6.367817,Cluster 2
ME0/ABEC0024.WEC0011241,3.671502,6.563769,Cluster 2
ME0/ABEC0024.WEC0011242,3.6094167,6.6915,Cluster 2
ME0/ABEC0024.WEC0011243,3.854559,6.3517194,Cluster 2
ME0/ABEC0024.WEC0011244,3.773141,6.633399,Cluster 2
ME0/ABEC0024.WEC0011245,3.7956965,6.4692435,Cluster 2
ME0/ABEC0024.WEC0011246,3.8297138,6.563449,Cluster 2
ME0/ABEC0024.WEC0011247,3.8346207,6.6443205,Cluster 2
ME0/ABEC0024.WEC0011248,3.8761392,6.474852,Cluster 2
ME0/ABEC0024.WEC0011249,3.764134,6.4974933,Cluster 2
ME0/ABEC0024.WEC0011250,3.90541,6.4068055,Cluster 2
ME0/ABEC0024.WEC0011251,3.9785457,6.597921,Cluster 2
ME0/ABEC0024.WEC0011252,4.046565,6.576333,Cluster 2
ME0/ABEC0024.WEC0011253,3.844504,6.5802045,Cluster 2
ME0/ABEC0024.WEC0011255,4.0267158,6.4571896,Cluster 2
ME0/ABEC0024.WEC0011256,3.7555938,6.56183,Cluster 2
ME0/ABEC0024.WEC0011258,3.776317,6.456671,Cluster 2
ME0/ABEC0024.WEC0011259,3.9620128,6.4861813,Cluster 2
ME0/ABEC0024.WEC0011260,3.9124446,6.3562813,Cluster 2
ME0/ABEC0024.WEC0011261,3.7668085,6.459228,Cluster 2
ME0/ABEC0024.WEC0011262,4.0461082,6.4517694,Cluster 2
ME0/ABEC0024.WEC0011264,3.7929862,6.492564,Cluster 2
ME0/ABEC0024.WEC0011266,3.7586608,6.5592537,Cluster 2
ME0/ABEC0024.WEC0011267,3.8959806,6.5634136,Cluster 2
ME0/ABEC0024.WEC0011268,3.917826,6.5225263,Cluster 2
ME0/ABEC0024.WEC0011269,3.574846,6.2259774,Cluster 2
ME0/ABEC0024.WEC0011270,3.9111142,6.5416627,Cluster 2
ME0/ABEC0024.WEC0011271,3.7836096,6.515575,Cluster 2
ME0/ABEC0024.WEC0011272,3.856882,6.4776573,Cluster 2
ME0/ABEC0024.WEC0011274,3.710642,6.333226,Cluster 2
ME0/ABEC0024.WEC0011275,3.7883995,6.4908266,Cluster 2
ME0/ABEC0024.WEC0011276,3.8005853,6.3359637,Cluster 2
ME0/ABEC0024.WEC0011277,3.9320557,6.4280033,Cluster 2
ME0/ABEC0024.WEC0011278,3.8395724,6.1907396,Cluster 2
ME0/ABEC0024.WEC0011279,3.9752042,6.4029026,Cluster 2
ME0/ABEC0024.WEC0011280,3.879812,6.527116,Cluster 2
ME0/ABEC0024.WEC0011282,3.9407566,6.322073,Cluster 2
ME0/ABEC0024.WEC0011286,3.9053133,6.2220173,Cluster 2
ME0/ABEC0024.WEC0011292,2.3860772,7.298223,Noise
ME0/ABEC0024.WEC0011293,3.8000689,6.3300333,Cluster 2
ME0/ABEC0024.WEC0011294,3.8296785,6.3267636,Cluster 2
ME0/ABEC0024.WEC0011295,3.7816064,6.235703,Cluster 2
ME0/ABEC0024.WEC0011296,3.857104,6.3967533,Cluster 2
ME0/ABEC0024.WEC0011300,3.766087,6.319135,Cluster 2
ME0/ABEC0024.WEC0011301,3.8581948,6.264654,Cluster 2
ME0/ABEC0024.WEC0011302,4.009691,6.4662547,Cluster 2
ME0/ABEC0024.WEC0011303,3.8685658,6.324937,Cluster 2
ME0/ABEC0024.WEC0011304,3.6545517,6.2037773,Cluster 2
ME0/ABEC0024.WEC0011305,3.9108093,6.322191,Cluster 2
ME0/ABEC0024.WEC0011306,3.8564603,6.2320285,Cluster 2
ME0/ABEC0024.WEC0011307,3.9845717,6.213822,Cluster 2
ME0/ABEC0024.WEC0011308,3.7110212,6.3994746,Cluster 2
ME0/ABEC0024.WEC0011310,3.8589628,6.237677,Cluster 2
ME0/ABEC0024.WEC0011312,3.9092257,6.317568,Cluster 2
ME0/ABEC0024.WEC0011313,3.8364573,6.3508787,Cluster 2
ME0/ABEC0024.WEC0011314,3.8772285,6.345609,Cluster 2
ME0/ABEC0024.WEC0011315,3.7324266,6.1382675,Cluster 2
ME0/ABEC0024.WEC0011316,4.0105,6.1672173,Cluster 2
ME0/ABEC0024.WEC0011318,3.815858,6.3608713,Cluster 2
ME0/ABEC0024.WEC0011319,3.9480872,6.192062,Cluster 2
ME0/ABEC0024.WEC0011320,3.8660443,6.276255,Cluster 2
ME0/ABEC0024.WEC0011321,3.9658878,5.9641237,Cluster 2
ME0/ABEC0024.WEC0011322,3.905034,6.135613,Cluster 2
ME0/ABEC0024.WEC0011323,3.8848445,6.097448,Cluster 2
ME0/ABEC0024.WEC0011324,3.7801821,6.2195134,Cluster 2
ME0/ABEC0024.WEC0011325,3.9288244,6.248531,Cluster 2
ME0/ABEC0024.WEC0011326,3.8598797,6.273955,Cluster 2
ME0/ABEC0024.WEC0011327,4.005214,6.2697816,Cluster 2
ME0/ABEC0024.WEC0011328,3.7814634,6.2491355,Cluster 2
ME0/ABEC0024.WEC0011329,3.8952878,6.219374,Cluster 2
ME0/ABEC0024.WEC0011330,3.7707658,6.272428,Cluster 2
ME0/ABEC0024.WEC0011331,3.746815,6.354901,Cluster 2
ME0/ABEC0024.WEC0011332,3.7342813,6.0854545,Cluster 2
ME0/ABEC0024.WEC0011333,3.9605381,6.1409535,Cluster 2
ME0/ABEC0024.WEC0011334,3.9536097,6.0868335,Cluster 2
ME0/ABEC0024.WEC0011335,3.919008,6.17213,Cluster 2
ME0/ABEC0024.WEC0011336,3.7375731,5.7718415,Cluster 2
ME0/ABEC0024.WEC0011337,3.8674774,6.155178,Cluster 2
ME0/ABEC0024.WEC0011338,3.6464484,6.335537,Cluster 2
ME0/ABEC0024.WEC0011339,3.8910153,6.261619,Cluster 2
ME0/ABEC0024.WEC0011340,3.8308551,6.2304816,Cluster 2
ME0/ABEC0024.WEC0011341,3.997868,6.1398983,Cluster 2
ME0/ABEC0024.WEC0011342,3.8325481,6.2006125,Cluster 2
ME0/ABEC0024.WEC0011343,3.9317234,6.096407,Cluster 2
ME0/ABEC0024.WEC0011344,3.8055415,6.2190366,Cluster 2
ME0/ABEC0024.WEC0011345,3.9266737,6.1482754,Cluster 2
ME0/ABEC0024.WEC0011346,3.8821588,6.1268616,Cluster 2
ME0/ABEC0024.WEC0011347,3.9175541,6.121709,Cluster 2
ME0/ABEC0024.WEC0011348,3.8919554,6.1259313,Cluster 2
ME0/ABEC0024.WEC0011349,3.8783607,5.9664826,Cluster 2
ME0/ABEC0024.WEC0011350,3.8260374,6.12983,Cluster 2
ME0/ABEC0024.WEC0011351,3.9794667,5.935119,Cluster 2
ME0/ABEC0024.WEC0011353,3.866495,6.125042,Cluster 2
ME0/ABEC0024.WEC0011354,4.0608764,5.9993467,Cluster 2
ME0/ABEC0024.WEC0011355,3.9336293,6.028839,Cluster 2
ME0/ABEC0024.WEC0011356,3.8747551,6.0663505,Cluster 2
ME0/ABEC0024.WEC0011357,3.8120296,5.983682,Cluster 2
ME0/ABEC0024.WEC0011358,4.0236244,5.961468,Cluster 2
ME0/ABEC0024.WEC0011359,3.9292073,6.096859,Cluster 2
ME0/ABEC0024.WEC0011360,4.023128,5.997351,Cluster 2
ME0/ABEC0024.WEC0011361,3.8707247,6.1189,Cluster 2
ME0/ABEC0024.WEC0011362,4.0966573,6.0559826,Cluster 2
ME0/ABEC0024.WEC0011363,3.8674998,6.0582457,Cluster 2
ME0/ABEC0024.WEC0011364,3.9453444,6.096303,Cluster 2
ME0/ABEC0024.WEC0011365,4.0750065,5.9549217,Cluster 2
ME0/ABEC0024.WEC0011366,3.9878101,6.077976,Cluster 2
ME0/ABEC0024.WEC0011367,3.9691,6.0586786,Cluster 2
ME0/ABEC0024.WEC0011368,3.9796677,6.0085044,Cluster 2
ME0/ABEC0024.WEC0011369,4.048435,6.0654116,Cluster 2
ME0/ABEC0024.WEC0011370,3.9748297,6.1303596,Cluster 2
ME0/ABEC0024.WEC0011371,3.992159,6.012242,Cluster 2
ME0/ABEC0024.WEC0011372,4.1101584,6.0443687,Cluster 2
ME0/ABEC0024.WEC0011373,3.9445815,5.9460316,Cluster 2
ME0/ABEC0024.WEC0011374,3.905471,5.869771,Cluster 2
ME0/ABEC0024.WEC0011375,3.905846,5.956913,Cluster 2
ME0/ABEC0024.WEC0011376,4.081954,5.8792033,Cluster 2
ME0/ABEC0024.WEC0011381,4.161209,5.893301,Cluster 2
ME0/ABEC0024.WEC0011383,4.0718536,5.981413,Cluster 2
ME0/ABEC0029.WEC0014001,4.000289,5.79901,Cluster 2
ME0/ABEC0029.WEC0014002,4.194516,5.916748,Cluster 2
ME0/ABEC0029.WEC0014003,4.0388327,6.020048,Cluster 2
ME0/ABEC0029.WEC0014004,4.2149954,5.8807483,Cluster 2
ME0/ABEC0029.WEC0014005,4.1422906,5.9323745,Cluster 2
ME0/ABEC0029.WEC0014006,4.0609426,5.9291205,Cluster 2
ME0/ABEC0029.WEC0014007,4.3094683,5.864507,Cluster 2
ME0/ABEC0029.WEC0014008,4.205124,5.970054,Cluster 2
ME0/ABEC0029.WEC0014009,4.0504007,6.0758514,Cluster 2
ME0/ABEC0029.WEC0014010,4.06637,6.053304,Cluster 2
ME0/ABEC0029.WEC0014011,4.010384,5.9565554,Cluster 2
ME0/ABEC0029.WEC0014012,4.1215506,6.059446,Cluster 2
ME0/ABEC0029.WEC0014014,4.2111425,5.9476357,Cluster 2
ME0/ABEC0029.WEC0014015,4.1664286,5.9971128,Cluster 2
ME0/ABEC0029.WEC0014016,4.1780567,5.9432898,Cluster 2
ME0/ABEC0029.WEC0014017,4.390376,5.82164,Cluster 2
ME0/ABEC0029.WEC0014018,4.2038546,5.8580127,Cluster 2
ME0/ABEC0029.WEC0014019,4.214059,5.98792,Cluster 2
ME0/ABEC0029.WEC0014020,4.193593,5.9749765,Cluster 2
ME0/ABEC0029.WEC0014021,4.3035097,5.8949413,Cluster 2
ME0/ABEC0029.WEC0014022,4.177012,5.966811,Cluster 2
ME0/ABEC0029.WEC0014023,4.3407097,5.850426,Cluster 2
ME0/ABEC0029.WEC0014024,4.2813854,5.916788,Cluster 2
ME0/ABEC0029.WEC0014025,4.2485867,5.957659,Cluster 2
ME0/ABEC0029.WEC0014026,4.2993574,5.959144,Cluster 2
ME0/ABEC0029.WEC0014027,3.9956162,5.997028,Cluster 2
ME0/ABEC0029.WEC0014028,4.3600874,5.9951143,Cluster 2
ME0/ABEC0029.WEC0014029,4.352562,5.8602433,Cluster 2
ME0/ABEC0029.WEC0014030,4.377006,5.9054503,Cluster 2
ME0/ABEC0029.WEC0014031,4.290705,5.8911176,Cluster 2
ME0/ABEC0029.WEC0014032,4.477447,5.8246007,Cluster 2
ME0/ABEC0029.WEC0014033,4.5098534,5.7899084,Cluster 2
ME0/ABEC0029.WEC0014034,4.2877007,5.846533,Cluster 2
ME0/ABEC0029.WEC0014035,4.3388352,5.9482136,Cluster 2
ME0/ABEC0029.WEC0014036,4.328657,5.8628387,Cluster 2
ME0/ABEC0029.WEC0014037,4.3207917,5.841673,Cluster 2
ME0/ABEC0029.WEC0014038,4.4069095,5.960023,Cluster 2
ME0/ABEC0029.WEC0014039,4.496289,5.8217297,Cluster 2
ME0/ABEC0029.WEC0014040,4.335413,5.8998203,Cluster 2
ME0/ABEC0029.WEC0014041,4.4157553,5.826056,Cluster 2
ME0/ABEC0029.WEC0014042,4.4207063,5.695401,Cluster 2
ME0/ABEC0029.WEC0014043,4.2966437,5.735821,Cluster 2
ME0/ABEC0029.WEC0014044,4.400067,5.778717,Cluster 2
ME0/ABEC0029.WEC0014045,4.409613,5.8563175,Cluster 2
ME0/ABEC0029.WEC0014046,4.48279,5.7519126,Cluster 2
ME0/ABEC0029.WEC0014047,4.430666,5.8488293,Cluster 2
ME0/ABEC0029.WEC0014048,4.531905,5.6991043,Cluster 2
ME0/ABEC0029.WEC0014049,4.510012,5.8504477,Cluster 2
ME0/ABEC0029.WEC0014050,4.4555845,5.800374,Cluster 2
ME0/ABEC0029.WEC0014051,4.4874954,5.8766446,Cluster 2
ME0/ABEC0029.WEC0014052,4.400392,5.888241,Cluster 2
ME0/ABEC0029.WEC0014053,4.4177976,5.913463,Cluster 2
ME0/ABEC0029.WEC0014054,4.4225516,5.8312087,Cluster 2
ME0/ABEC0029.WEC0014056,4.5430665,5.77189,Cluster 2
ME0/ABEC0029.WEC0014057,4.7124696,5.6443458,Cluster 2
ME0/ABEC0029.WEC0014058,4.533073,5.7914367,Cluster 2
ME0/ABEC0029.WEC0014059,4.546158,5.6581855,Cluster 2
ME0/ABEC0029.WEC0014060,4.5353627,5.7735996,Cluster 2
ME0/ABEC0029.WEC0014061,4.580047,5.7652235,Cluster 2
ME0/ABEC0029.WEC0014062,4.6699867,5.622512,Cluster 2
ME0/ABEC0029.WEC0014063,4.7288985,5.545252,Cluster 2
ME0/ABEC0029.WEC0014064,4.5372925,5.8064327,Cluster 2
ME0/ABEC0029.WEC0014065,4.470924,5.808093,Cluster 2
ME0/ABEC0029.WEC0014067,4.62086,5.727028,Cluster 2
ME0/ABEC0029.WEC0014068,4.5287247,5.7928805,Cluster 2
ME0/ABEC0029.WEC0014069,4.6560497,5.6990824,Cluster 2
ME0/ABEC0029.WEC0014070,4.644017,5.714515,Cluster 2
ME0/ABEC0029.WEC0014071,4.719814,5.574458,Cluster 2
ME0/ABEC0029.WEC0014072,4.6413865,5.667795,Cluster 2
ME0/ABEC0029.WEC0014073,4.6469617,5.7318964,Cluster 2
ME0/ABEC0029.WEC0014074,4.573405,5.501313,Cluster 2
ME0/ABEC0029.WEC0014075,4.5757003,5.6998935,Cluster 2
ME0/ABEC0029.WEC0014076,4.4809017,5.7644143,Cluster 2
ME0/ABEC0029.WEC0014077,4.7239075,5.5317316,Cluster 2
ME0/ABEC0029.WEC0014078,4.7920613,5.5668797,Cluster 2
ME0/ABEC0029.WEC0014079,4.797503,5.6525445,Cluster 2
ME0/ABEC0029.WEC0014080,4.6659875,5.7344546,Cluster 2
ME0/ABEC0029.WEC0014081,4.609688,5.6916347,Cluster 2
ME0/ABEC0029.WEC0014082,4.728498,5.744373,Cluster 2
ME0/ABEC0029.WEC0014083,4.7504,5.5334625,Cluster 2
ME0/ABEC0029.WEC0014084,4.7337728,5.671982,Cluster 2
ME0/ABEC0029.WEC0014085,4.6975,5.5168257,Cluster 2
ME0/ABEC0029.WEC0014086,4.6856933,5.640424,Cluster 2
ME0/ABEC0029.WEC0014087,4.6759825,5.608877,Cluster 2
ME0/ABEC0029.WEC0014088,4.738414,5.4944763,Cluster 2
ME0/ABEC0029.WEC0014089,4.5415506,5.6377645,Cluster 2
ME0/ABEC0029.WEC0014090,4.5432973,5.5100737,Cluster 2
ME0/ABEC0029.WEC0014091,4.69805,5.536402,Cluster 2
ME0/ABEC0029.WEC0014092,4.3274984,5.4243817,Cluster 2
ME0/ABEC0029.WEC0014093,4.5813136,5.4256625,Cluster 2
ME0/ABEC0029.WEC0014094,4.7078295,5.625029,Cluster 2
ME0/ABEC0029.WEC0014095,4.67407,5.541274,Cluster 2
ME0/ABEC0029.WEC0014096,4.7110047,5.493938,Cluster 2
ME0/ABEC0029.WEC0014097,4.574676,5.3976717,Cluster 2
ME0/ABEC0029.WEC0014098,4.6551704,5.7088165,Cluster 2
ME0/ABEC0029.WEC0014099,4.587708,5.5333834,Cluster 2
ME0/ABEC0029.WEC0014100,4.6558785,5.493203,Cluster 2
ME0/ABEC0029.WEC0014101,4.662087,5.457762,Cluster 2
ME0/ABEC0029.WEC0014102,4.652933,5.3476357,Cluster 2
ME0/ABEC0029.WEC0014103,4.6401305,5.5411673,Cluster 2
ME0/ABEC0029.WEC0014104,4.751193,5.4242945,Cluster 2
ME0/ABEC0029.WEC0014105,4.618909,5.4200172,Cluster 2
ME0/ABEC0029.WEC0014106,4.5205913,5.5519767,Cluster 2
ME0/ABEC0029.WEC0014107,4.6985335,5.388522,Cluster 2
ME0/ABEC0029.WEC0014108,4.687639,5.39571,Cluster 2
ME0/ABEC0029.WEC0014109,4.4330845,5.3391933,Cluster 2
ME0/ABEC0029.WEC0014110,4.8071117,5.469298,Cluster 2
ME0/ABEC0029.WEC0014111,4.6411133,5.506097,Cluster 2
